도,시군,품목,작기,농가명,날짜,평균 : 온도_외부,최대 : 일일누적일사량,최대 : 강우감지,평균 : 온도_내부,평균 : 상대습도_내부,평균 : 잔존CO2,평균 : 토양온도,합계 : 결측치-일사량추정
경기,광주,완숙토마토,1,2,2018-01-27,-14.13,1110,0,12.57,75.92,481.42,15.23,1110
경기,광주,완숙토마토,1,2,2018-01-28,-7.3,947,0,12.88,83.76,451.04,15.85,947
경기,광주,완숙토마토,1,2,2018-01-29,-10.74,1110,0,13.3,78.03,424.5,16.24,1110
경기,광주,완숙토마토,1,2,2018-01-30,-8.53,826,0,12.44,81.77,463.08,15.76,826
경기,광주,완숙토마토,1,2,2018-01-31,-4.58,618,0,10.44,90.27,474.67,14.53,618
경기,광주,완숙토마토,1,2,2018-02-01,-8.55,1163,0,13.45,77.52,453.96,15.13,1163
경기,광주,완숙토마토,1,2,2018-02-02,-7.32,1103,0,13.91,78.82,458.46,15.85,1103
경기,광주,완숙토마토,1,2,2018-02-03,-7.75,1166,0,13.22,83,459,15.98,1166
경기,광주,완숙토마토,1,2,2018-02-04,-11.6,1162,0,13.5,79.87,445.83,16.02,1162
경기,광주,완숙토마토,1,2,2018-02-05,-11.79,1227,0,13.46,78.98,450.88,15.98,1227
경기,광주,완숙토마토,1,2,2018-02-06,-12.2,1240,0,13.61,78.85,449.5,16.09,1240
경기,광주,완숙토마토,1,2,2018-02-07,-11.93,1185,0,13.77,80.6,467.04,16.07,1185
경기,광주,완숙토마토,1,2,2018-02-08,-9.26,1170,0,13.96,81.59,480.58,16.04,1170
경기,광주,완숙토마토,1,2,2018-02-09,-4.69,639,0,11.9,92.61,490.25,15.1,639
경기,광주,완숙토마토,1,2,2018-02-10,-2.26,1008,0,14.24,88.3,472.71,16.05,1008
경기,광주,완숙토마토,1,2,2018-02-11,-7.95,1011,0,13.39,88.4,474.58,15.95,1011
경기,광주,완숙토마토,1,2,2018-02-12,-7.39,1148,0,14.4,87.24,457.71,16.33,1148
경기,광주,완숙토마토,1,2,2018-02-13,-4.88,1139,0,15.24,88.33,454.75,17.09,1139
경기,광주,완숙토마토,1,2,2018-02-14,0.15,527,0,12.6,95.08,484.21,15.9,527
경기,광주,완숙토마토,1,2,2018-02-15,-1.86,1327,0,15.42,85.85,459.88,17.02,1327
경기,광주,완숙토마토,1,2,2018-02-16,-3.58,1271,0,16.26,84.38,468.75,18.07,1271
경기,광주,완숙토마토,1,2,2018-02-17,-4.58,1399,0,16.2,84.32,475.5,18.54,1399
경기,광주,완숙토마토,1,2,2018-02-18,-3.2,964,0,14.23,90.99,496.79,17.34,964
경기,광주,완숙토마토,1,2,2018-02-19,-1.73,892,0,16.47,86.19,496,16.78,892
경기,광주,완숙토마토,1,2,2018-03-30,16.97,1238,0,20.87,58.77,485.85,22.58,1238
경기,광주,완숙토마토,1,2,2018-03-31,12.35,1660,0,18.22,75.01,546.29,20.54,1660
경기,광주,완숙토마토,1,2,2018-04-01,13.74,684,0,17.75,87.33,567.83,19.71,684
경기,광주,완숙토마토,1,2,2018-04-02,16.48,1139,0,19.4,82.22,541.58,20.58,1139
경기,광주,완숙토마토,1,2,2018-04-03,17.36,922,0,19.43,82.14,526.71,20.59,922
경기,광주,완숙토마토,1,2,2018-04-04,12.74,918,0,18.85,90.46,503.17,20.52,918
경기,광주,완숙토마토,1,2,2018-04-05,6.91,229,0,14.88,98.46,490.46,18.23,229
경기,광주,완숙토마토,1,2,2018-04-06,5.8,1267,0,15.71,89.52,472.38,17.93,1267
경기,광주,완숙토마토,1,2,2018-04-07,3.57,1481,0,16.9,85.32,477.79,18.67,1481
경기,광주,완숙토마토,1,2,2018-04-08,2.3,911,0,15.68,92.3,498.63,17.58,911
경기,광주,완숙토마토,1,2,2018-04-09,5.71,1876,0,17.67,79.35,532.71,18.8,1876
경기,광주,완숙토마토,1,2,2018-04-10,12.58,1640,0,19.56,76.75,548.42,20.16,1640
경기,광주,완숙토마토,1,2,2018-04-11,12.72,2118,0,19.5,71.68,553.88,21.65,2118
경기,광주,완숙토마토,1,2,2018-04-12,11.03,2154,0,19.52,67.89,581.88,21.65,2154
경기,광주,완숙토마토,1,2,2018-04-13,11.77,1217,0,18.27,70.38,562.96,21.06,1217
경기,광주,완숙토마토,1,2,2018-04-14,8.5,305,0,15.55,97.49,489.75,18.8,305
경기,광주,완숙토마토,1,2,2018-04-15,8.72,1571,0,19.22,83.8,529.46,19.97,1571
경기,광주,완숙토마토,1,2,2018-04-16,8.97,2174,0,18.92,73.32,591.75,20.9,2174
경기,광주,완숙토마토,1,2,2018-04-17,12.72,1631,0,19.75,72.35,626.29,21.6,1631
경기,광주,완숙토마토,1,2,2018-04-18,16.73,1958,0,19.93,67.73,620.04,22.03,1958
경기,광주,완숙토마토,1,2,2018-04-19,12.23,2019,0,20.38,68.95,639.42,22.14,2019
경기,광주,완숙토마토,1,2,2018-04-20,15.97,2027,0,21.51,71.42,668.67,22.68,2027
경기,광주,완숙토마토,1,2,2018-04-21,16.32,2203,0,20.52,75.06,655.71,22.13,2203
경기,광주,완숙토마토,1,2,2018-04-22,13.99,736,0,17.91,86.27,643.21,20.7,736
경기,광주,완숙토마토,1,2,2018-04-23,9.8,207,0,15.02,98.35,589.92,18.38,207
경기,광주,완숙토마토,1,2,2018-04-24,11.35,966,0,17.44,89.6,616.92,18.84,966
경기,광주,완숙토마토,1,2,2018-04-25,11.42,2319,0,19.67,68.98,598.92,20.35,2319
경기,광주,완숙토마토,1,2,2018-04-26,13.2,2072,0,20.22,71.41,691.13,21.62,2072
경기,광주,완숙토마토,1,2,2018-04-27,13.54,2106,0,21.93,75.41,670.38,22.5,2106
경기,광주,완숙토마토,1,2,2018-04-28,13.75,2309,0,20.79,70.81,686.71,22.79,2309
경기,광주,완숙토마토,1,2,2018-04-29,13.34,2186,0,20.3,70.34,692.88,22.13,2186
경기,광주,완숙토마토,1,2,2018-04-30,16.73,1950,0,21.13,77.9,681.33,22.48,1950
경기,광주,완숙토마토,1,2,2018-05-01,19.24,1287,0,21.88,84.59,690.88,22.98,1287
경기,광주,완숙토마토,1,2,2018-05-02,14.88,397,0,18.37,96.72,739.08,21.56,397
경기,광주,완숙토마토,1,2,2018-05-03,8.63,1073,0,16.96,91.05,602.83,19.36,1073
경기,광주,완숙토마토,1,2,2018-05-04,12.26,2451,0,18.34,69.75,583.92,19.99,2451
경기,광주,완숙토마토,1,2,2018-05-05,15.53,1951,0,19.71,71.32,572.46,20.56,1951
경기,광주,완숙토마토,1,2,2018-05-06,15.67,681,0,19.57,95.2,636.46,20.95,681
경기,광주,완숙토마토,1,2,2018-05-07,17.35,1624,0,19.76,81.27,615.54,21.16,1624
경기,광주,완숙토마토,1,2,2018-05-08,15.59,26,0,18.55,79.05,527.79,20.67,26
경기,광주,완숙토마토,1,2,2018-05-09,13.46,3623,0,18.43,73.74,562.17,20.24,3623
경기,광주,완숙토마토,1,2,2018-05-10,14.28,2279,0,17.94,75.33,628,20.26,2279
경기,광주,완숙토마토,1,2,2018-05-11,15.75,1829,0,18.88,75.88,644.08,20.68,1829
경기,광주,완숙토마토,1,2,2018-05-12,12.23,230,0,16.33,98.4,719.75,19.19,230
경기,광주,완숙토마토,1,2,2018-05-13,15.74,1277,0,18.5,89.08,670.42,19.48,1277
경기,광주,완숙토마토,1,2,2018-05-14,16.54,1795,0,20,85.62,682.75,20.5,1795
경기,광주,완숙토마토,1,2,2018-05-15,20.46,1925,0,22.66,81.35,630.79,22.53,1925
경기,광주,완숙토마토,1,2,2018-05-16,21.54,,0,22.21,98.55,685,23.25,
경기,광주,완숙토마토,1,2,2018-05-17,21.62,,0,23.25,98.24,650.42,23.34,
경기,광주,완숙토마토,1,2,2018-05-18,16.15,,0,17.86,96.61,562.79,21.29,
경기,광주,완숙토마토,1,2,2018-05-19,15.61,,0,19,73.14,511,20.35,
경기,광주,완숙토마토,1,2,2018-05-20,13.94,,0,16.33,78.24,514.88,18.99,
경기,광주,완숙토마토,1,2,2018-05-21,14.8,,0,18.68,75.23,550,19.79,
경기,광주,완숙토마토,1,2,2018-05-22,15.98,,0,19.03,88.65,535.67,20.38,
경기,광주,완숙토마토,1,2,2018-05-23,17.82,,0,21.76,69.44,508.79,22.1,
경기,광주,완숙토마토,1,2,2018-05-24,16.49,,0,19.65,69.42,531.75,21.58,
경기,광주,완숙토마토,1,2,2018-05-25,17.36,,0,20.39,71.87,540.54,21.72,
경기,광주,완숙토마토,1,2,2018-05-26,18.82,,0,22.15,72.7,526.5,22.32,
경기,광주,완숙토마토,1,2,2018-05-27,18.73,,0,20.43,79.4,525.29,22.37,
경기,광주,완숙토마토,1,2,2018-05-28,20.05,,0,22.56,73.39,518,22.68,
경기,광주,완숙토마토,1,2,2018-05-29,21.35,,0,22.85,81.02,522.46,23.84,
경기,광주,완숙토마토,1,2,2018-05-30,19.7,,0,21.82,77,500.38,23.31,
경기,광주,완숙토마토,1,2,2018-05-31,19.27,,0,22.18,75.67,503,23.35,
경남,김해,완숙토마토,1,56,2018-09-20,21.44,477,1,22.13,87.22,403.29,,
경남,김해,완숙토마토,1,56,2018-09-21,21.42,199,1,22.06,87.38,402.42,,
경남,김해,완숙토마토,1,56,2018-09-22,22.08,2155,0,23.45,80.18,424.33,,
경남,김해,완숙토마토,1,56,2018-09-23,21.1,1818,0,22.56,79.68,420.83,,
경남,김해,완숙토마토,1,56,2018-09-24,18.92,1116,0,20.51,77,403.33,,
경남,김해,완숙토마토,1,56,2018-09-25,17.98,2032,0,20.82,74.1,397.88,,
경남,김해,완숙토마토,1,56,2018-09-26,20.05,1222,0,20.82,74.64,385.21,,
경남,김해,완숙토마토,1,56,2018-09-27,19.6,1883,0,20.45,74.12,386,,
경남,김해,완숙토마토,1,56,2018-09-28,19.63,1510,0,20.4,77.79,387,,
경남,김해,완숙토마토,1,56,2018-09-29,18.48,159,1,18.83,92.4,385.46,,
경남,김해,완숙토마토,1,56,2018-09-30,20.88,1290,1,21.44,80.95,381.46,,
경남,김해,완숙토마토,1,56,2018-10-01,18.27,2027,0,19.38,69.73,376.79,,
경남,김해,완숙토마토,1,56,2018-10-02,16.81,1996,0,20,79.06,401.38,,
경남,김해,완숙토마토,1,56,2018-10-03,17.28,2230,0,20.24,79.6,408.67,,
경남,김해,완숙토마토,1,56,2018-10-04,19.67,1443,1,20.6,79.19,405.71,,
경남,김해,완숙토마토,1,56,2018-10-05,19.62,240,1,20.18,93.8,390.33,,
경남,김해,완숙토마토,1,56,2018-10-06,22.52,395,1,22.53,92.88,398.88,,
경남,김해,완숙토마토,1,56,2018-10-07,20.59,1905,0,21.28,84.27,433.42,,
경남,김해,완숙토마토,1,56,2018-10-08,17.68,1796,0,19.73,78.06,412.63,,
경남,김해,완숙토마토,1,56,2018-10-09,17,893,0,18.29,83.15,424.58,,
경남,김해,완숙토마토,1,56,2018-10-10,16.94,1013,1,18.38,83.68,415.71,,
경남,김해,완숙토마토,1,56,2018-10-11,13.96,1889,0,17.11,79.91,380.79,,
경남,김해,완숙토마토,1,56,2018-10-12,12.78,1938,0,17.31,79.32,403.25,,
경남,김해,완숙토마토,1,56,2018-10-13,14.2,1228,0,18.34,82.88,437.79,,
경남,김해,완숙토마토,1,56,2018-10-14,15.09,1715,0,19.04,80.82,424.88,,
경남,김해,완숙토마토,1,56,2018-10-15,16.2,1739,0,19.22,82.4,458.08,,
경남,김해,완숙토마토,1,56,2018-10-16,14.62,738,0,18.09,89.25,452.63,,
경남,김해,완숙토마토,1,56,2018-10-17,15.2,1612,0,19.16,82.61,447.42,,
경남,김해,완숙토마토,1,56,2018-10-18,14.75,1657,0,18.91,78.96,422.63,,
경남,김해,완숙토마토,1,56,2018-10-19,14.5,1726,0,18.92,78.57,420.04,,
경남,김해,완숙토마토,1,56,2018-10-20,13.49,1764,0,19.34,78.96,439.88,,
경남,김해,완숙토마토,1,56,2018-10-21,13.5,1768,0,19.47,79.79,446.04,,
경남,김해,완숙토마토,1,56,2018-10-22,14.34,1146,0,19.88,85.65,449.58,,
경남,김해,완숙토마토,1,56,2018-10-23,16.64,1344,0,20.33,80.78,454.96,,
경남,김해,완숙토마토,1,56,2018-10-24,14.24,1656,0,19.59,78.53,460.08,,
경남,김해,완숙토마토,1,56,2018-10-25,13.91,1508,0,19.93,79.78,451.63,,
경남,김해,완숙토마토,1,56,2018-10-26,14.36,258,1,17.47,93.38,434.58,,
경남,김해,완숙토마토,1,56,2018-10-27,13.6,1347,0,17.63,82.53,386.79,,
경남,김해,완숙토마토,1,56,2018-10-28,12.11,1439,0,18.16,80.08,399.04,,
경남,김해,완숙토마토,1,56,2018-10-29,13.93,850,0,17.29,84.43,390,,
경남,김해,완숙토마토,1,56,2018-10-30,9.6,1589,0,17.54,87.7,406.42,,
경남,김해,완숙토마토,1,56,2018-10-31,10.14,1327,0,17.76,89.54,416.17,,
경남,김해,완숙토마토,1,56,2018-11-01,9.59,1429,0,17.96,88.06,423.5,,
경남,김해,완숙토마토,1,56,2018-11-02,10.1,1416,0,18.05,87.88,426.21,,
경남,김해,완숙토마토,1,56,2018-11-03,10.9,1398,0,18.09,87.71,424,,
경남,김해,완숙토마토,1,56,2018-11-04,11.93,1379,0,19.74,89.74,420.21,,
경남,김해,완숙토마토,1,56,2018-11-05,12.65,1262,0,19.1,89.35,423.96,,
경남,김해,완숙토마토,1,56,2018-11-06,14.45,1199,0,19.33,90.35,418.08,,
경남,김해,완숙토마토,1,56,2018-11-07,16.07,531,0,17.83,91.13,408.25,,
경남,김해,완숙토마토,1,56,2018-11-08,16.77,79,1,17.13,96.01,389.67,,
경남,김해,완숙토마토,1,56,2018-11-09,14.61,832,0,17.41,85.52,397.04,,
경남,김해,완숙토마토,1,56,2018-11-10,11.99,1235,0,21.35,74.45,441.5,,
경남,김해,완숙토마토,1,56,2018-11-11,14.24,1046,1,21.18,78.97,414.38,,
경남,김해,완숙토마토,1,56,2018-11-12,12.9,651,1,19.25,82.2,429,,
경남,김해,완숙토마토,1,56,2018-11-13,12.01,784,0,19.11,80.73,420.63,,
경남,김해,완숙토마토,1,56,2018-11-14,11.16,1094,0,20.21,76.53,431.96,,
경남,김해,완숙토마토,1,56,2018-11-15,10.93,1199,0,20.31,77.95,434.5,,
경남,김해,완숙토마토,1,56,2018-11-16,10.48,471,1,18.77,84.6,442.21,,
경남,김해,완숙토마토,1,56,2018-11-17,10.43,1079,0,20.13,78.57,448.04,,
경남,김해,완숙토마토,1,56,2018-11-18,9.03,501,0,18.83,81.32,439.71,,
경남,김해,완숙토마토,1,56,2018-11-19,9.93,1079,0,19.56,75.05,437,,
경남,김해,완숙토마토,1,56,2018-11-20,7.93,1084,0,19.58,72.55,446.08,,
경남,김해,완숙토마토,1,56,2018-11-21,7.55,520,0,18.56,81.97,448.21,,
경남,김해,완숙토마토,1,56,2018-11-22,7.03,1078,0,19.05,75.21,433.71,,
경남,김해,완숙토마토,1,56,2018-11-23,3.54,995,0,18.66,73.12,444,,
경남,김해,완숙토마토,1,56,2018-11-24,3.19,331,1,17.69,79.16,447.71,,
경남,김해,완숙토마토,1,56,2018-11-25,5.83,805,0,18.78,78.93,451.21,,
경남,김해,완숙토마토,1,56,2018-11-26,7.34,1034,0,19.55,74.33,454.38,,
경남,김해,완숙토마토,1,56,2018-11-27,9.22,991,0,19.74,75.3,451.04,,
경남,김해,완숙토마토,1,56,2018-11-28,9.17,937,0,18.92,78.81,434.79,,
경남,김해,완숙토마토,1,56,2018-11-29,7.02,909,0,18.6,79.4,438.96,,
경남,김해,완숙토마토,1,56,2018-11-30,7.95,891,0,18.8,79.25,445.54,,
경남,김해,완숙토마토,1,56,2018-12-01,8.32,589,0,17.89,83.1,434.58,,
경남,김해,완숙토마토,1,56,2018-12-02,10.81,872,0,19.3,80.53,418.5,,
경남,김해,완숙토마토,1,56,2018-12-03,14.35,179,1,18.1,90.96,441,,
경남,김해,완숙토마토,1,56,2018-12-04,14.64,285,1,18.48,85.85,434.5,,
경남,김해,완숙토마토,1,56,2018-12-05,9.28,903,0,18.69,79.33,413.88,,
경남,김해,완숙토마토,1,56,2018-12-06,7.7,401,1,17.99,83.68,413.75,,
경남,김해,완숙토마토,1,56,2018-12-07,1.18,772,0,17.15,75.76,401.33,,
경남,김해,완숙토마토,1,56,2018-12-08,-2.03,974,0,18.03,72.7,396.29,,
경남,김해,완숙토마토,1,56,2018-12-09,-0.87,983,0,17.92,75.15,400.54,,
경남,김해,완숙토마토,1,56,2018-12-10,0.87,890,0,18,76.24,461.08,,
경남,김해,완숙토마토,1,56,2018-12-11,4.68,273,1,16.98,84.15,440,,
경남,김해,완숙토마토,1,56,2018-12-12,2.78,909,0,17.93,76.99,441.88,,
경남,김해,완숙토마토,1,56,2018-12-13,2.16,862,0,18.28,76.7,443.58,,
경남,김해,완숙토마토,1,56,2018-12-14,1.25,882,0,18.1,76.85,448.63,,
경남,김해,완숙토마토,1,56,2018-12-15,0.66,878,0,18.08,76.13,466.92,,
경남,김해,완숙토마토,1,56,2018-12-16,0.93,205,1,16.68,82.65,466.42,,
경남,김해,완숙토마토,1,56,2018-12-17,2.6,803,0,17.89,79.47,473.5,,
경남,김해,완숙토마토,1,56,2018-12-18,2.85,801,0,17.77,76.38,461.63,,
경남,김해,완숙토마토,1,56,2018-12-19,5.47,765,0,17.69,77.69,472.75,,
경남,김해,완숙토마토,1,56,2018-12-20,6.9,347,0,15.97,82.5,455.75,,
경남,김해,완숙토마토,1,56,2018-12-21,6.79,518,0,17.51,82.83,471.29,,
경남,김해,완숙토마토,1,56,2018-12-22,9.18,808,0,18.96,80.81,462.58,,
경남,김해,완숙토마토,1,56,2018-12-23,9.3,721,1,17.95,79.54,454.71,,
경남,김해,완숙토마토,1,56,2018-12-24,3.68,913,0,18.19,76.14,463.04,,
경남,김해,완숙토마토,1,56,2018-12-25,2.6,888,0,18.32,77.34,493.92,,
경남,김해,완숙토마토,1,56,2018-12-26,6.61,738,0,18.37,81.26,454,,
경남,김해,완숙토마토,1,56,2018-12-27,1.1,887,0,17.85,78.26,451.5,,
경남,김해,완숙토마토,1,56,2018-12-28,-3.54,882,0,17.4,75.38,443.25,,
경남,김해,완숙토마토,1,56,2018-12-29,-2.08,898,0,16.57,75.04,440.42,,
경남,김해,완숙토마토,1,56,2018-12-30,-1.07,892,0,18.18,75.47,468.08,,
경남,김해,완숙토마토,1,56,2018-12-31,1.14,688,0,17.61,78.72,466.13,,
경남,김해,완숙토마토,1,56,2019-01-01,1.03,891,0,18.02,76.42,464.33,,
경남,김해,완숙토마토,1,56,2019-01-02,0.88,891,0,17.9,75.98,461.96,,
경남,김해,완숙토마토,1,56,2019-01-03,2.23,894,0,18.28,75.92,463.46,,
경남,김해,완숙토마토,1,56,2019-01-04,1.68,647,0,17.33,79.65,483.88,,
경남,김해,완숙토마토,1,56,2019-01-05,5.58,763,0,17.14,76.51,456.04,,
경남,김해,완숙토마토,1,56,2019-01-06,1.78,873,0,17.48,77.29,468.58,,
경남,김해,완숙토마토,1,56,2019-01-07,2.33,837,0,17.24,76.68,483.42,,
경남,김해,완숙토마토,1,56,2019-01-08,2.55,878,0,17.75,77.69,479.75,,
경남,김해,완숙토마토,1,56,2019-01-09,0.77,791,0,17.62,78.75,491.5,,
경남,김해,완숙토마토,1,56,2019-01-10,3.55,865,0,17.94,78.16,491.58,,
경남,김해,완숙토마토,1,56,2019-01-11,4.56,828,0,18.11,77.78,486.71,,
경남,김해,완숙토마토,1,56,2019-01-12,5.51,449,1,16.29,83.43,480.63,,
경남,김해,완숙토마토,1,56,2019-01-13,4.8,861,0,18.13,80.03,483.38,,
경남,김해,완숙토마토,1,56,2019-01-14,3.68,951,0,18.63,77.75,513.46,,
경남,김해,완숙토마토,1,56,2019-01-15,4.2,892,0,17.98,78.25,494.42,,
경남,김해,완숙토마토,1,56,2019-01-16,0.26,1012,0,18.69,74.93,492.04,,
경남,김해,완숙토마토,1,56,2019-01-17,2.2,1020,0,18.67,76.54,485.42,,
경남,김해,완숙토마토,1,56,2019-01-18,4.14,1015,0,18.98,76.38,498.13,,
경남,김해,완숙토마토,1,56,2019-01-19,5,823,1,18.3,80.68,508.92,,
경남,김해,완숙토마토,1,56,2019-01-20,5.99,997,1,17.93,78.22,472.08,,
경남,김해,완숙토마토,1,56,2019-01-21,4.54,1095,0,18.75,75.18,513.63,,
경남,김해,완숙토마토,1,56,2019-01-22,3.34,1061,0,18.4,76.15,498.79,,
경남,김해,완숙토마토,1,56,2019-01-23,4.75,1012,0,18.52,78.11,485.08,,
경남,김해,완숙토마토,1,56,2019-01-24,3.52,1096,0,18.53,78.16,506.5,,
경남,김해,완숙토마토,1,56,2019-01-25,1.75,663,0,16.07,80.13,497.38,,
경남,김해,완숙토마토,1,56,2019-01-26,1.03,1185,0,17.53,74.53,470.88,,
경남,김해,완숙토마토,1,56,2019-01-27,0.96,1185,0,18.4,74.28,504.63,,
경남,김해,완숙토마토,1,56,2019-01-28,3.67,1029,0,17.64,76.4,493.38,,
경남,김해,완숙토마토,1,56,2019-01-29,2.7,1170,0,18.52,77.6,500.17,,
경남,김해,완숙토마토,1,56,2019-01-30,5.59,1152,0,18.9,79.34,501.08,,
경남,김해,완숙토마토,1,56,2019-01-31,3.41,135,1,15.72,83.84,486.5,,
경남,김해,완숙토마토,1,56,2019-02-01,0.55,1410,0,18.1,75.94,475.25,,
경남,김해,완숙토마토,1,56,2019-02-02,2.02,1268,0,18.51,77.83,510.54,,
경남,김해,완숙토마토,1,56,2019-02-03,9.39,277,1,16.97,86.41,477.54,,
경남,김해,완숙토마토,1,56,2019-02-04,7.18,1366,0,17.43,76.98,472,,
경남,김해,완숙토마토,1,56,2019-02-05,4.98,1402,0,19.29,78.28,492.71,,
경남,김해,완숙토마토,1,56,2019-02-06,7.35,1367,0,19.59,79.03,500.17,,
경남,김해,완숙토마토,1,56,2019-02-07,7.25,834,0,17.72,81.88,504.58,,
경남,김해,완숙토마토,1,56,2019-02-08,2.4,1302,0,17.48,79.95,482.92,,
경남,김해,완숙토마토,1,56,2019-02-09,2.24,1341,0,17.24,79.03,489.17,,
경남,김해,완숙토마토,1,56,2019-02-10,3.09,1123,1,17.35,80.91,492.79,,
경남,김해,완숙토마토,1,56,2019-02-11,3.26,1520,0,17.6,78.4,475.04,,
경남,김해,완숙토마토,1,56,2019-02-12,2.85,1526,0,17.68,78.52,493.13,,
경남,김해,완숙토마토,1,56,2019-02-13,3.83,1421,0,17.88,78.56,497.71,,
경남,김해,완숙토마토,1,56,2019-02-14,3.94,1199,0,16.99,81.99,487.83,,
경남,김해,완숙토마토,1,56,2019-02-15,5.29,889,1,17,83.43,484.04,,
경남,김해,완숙토마토,1,56,2019-02-16,3.62,1608,0,17.5,78.37,484.63,,
경남,김해,완숙토마토,1,56,2019-02-17,2.85,1748,0,17.98,76.73,490.54,,
경남,김해,완숙토마토,1,56,2019-02-18,3.84,833,1,16.6,82.5,499.96,,
경남,김해,완숙토마토,1,56,2019-02-19,5.78,318,1,14.82,87.33,482.25,,
경남,김해,완숙토마토,1,56,2019-02-20,5.7,1754,0,17.78,79.32,462.71,,
경남,김해,완숙토마토,1,56,2019-02-21,5.15,1646,0,18.13,80.78,488.46,,
경남,김해,완숙토마토,1,56,2019-02-22,7.42,1351,0,18.04,82.45,481.88,,
경남,김해,완숙토마토,1,56,2019-02-23,7.31,1473,0,17.81,81.03,472.17,,
경남,김해,완숙토마토,1,56,2019-02-24,7.05,1858,0,19.04,79.23,473.42,,
경남,김해,완숙토마토,1,56,2019-02-25,8.73,1814,0,19,80.36,482.38,,
경남,김해,완숙토마토,1,56,2019-02-26,9.14,1730,0,18.89,80.5,482.54,,
경남,김해,완숙토마토,1,56,2019-02-27,10.7,870,1,17.3,84.58,475.46,,
경남,김해,완숙토마토,1,56,2019-02-28,9.86,1305,1,18.24,83.41,480.17,,
경남,김해,완숙토마토,1,56,2019-03-01,9.8,1834,0,19.1,79.15,490.08,,
경남,김해,완숙토마토,1,56,2019-03-02,9.8,1412,0,18,82,477,,
경남,김해,완숙토마토,1,56,2019-03-03,9.8,1182,0,18.12,83.29,477.33,,
경남,김해,완숙토마토,1,56,2019-03-04,9.8,1921,0,18.89,80.01,466.17,,
경남,김해,완숙토마토,1,56,2019-03-05,9.8,1430,0,19.28,82.42,487.54,,
경남,김해,완숙토마토,1,56,2019-03-06,9.8,712,1,18.35,84.98,513.63,,
경남,김해,완숙토마토,1,56,2019-03-07,9.8,1469,0,19.61,81.96,488.13,,
경남,김해,완숙토마토,1,56,2019-03-08,9.8,1938,0,20.25,79.34,494.21,,
경남,김해,완숙토마토,1,56,2019-03-09,9.8,1820,0,20.55,80.57,503.08,,
경남,김해,완숙토마토,1,56,2019-03-10,9.8,227,1,17.28,88.87,503.46,,
경남,김해,완숙토마토,1,56,2019-03-11,9.8,1907,1,20.41,79.69,482.58,,
경남,김해,완숙토마토,1,56,2019-03-12,9.8,2024,1,20.37,78.89,482.5,,
경남,김해,완숙토마토,1,56,2019-03-13,9.8,1961,0,19.19,76.79,474.88,,
경남,김해,완숙토마토,1,56,2019-03-14,9.8,2313,0,19.9,75.07,501.79,,
경남,김해,완숙토마토,1,56,2019-03-15,9.8,1467,1,19.18,80.44,504.33,,
